"Breed","BreedEntity","StrangerDirectedAggression","OwnerDirectedAggression","DogDirectedAggression","StrangerDirectedFear","DogDirectedFear","NonsocialFear","DogRivalry","Trainability","Chasing","AttachmentAttentionSeeking","SeparationRelatedBehavior","TouchSensitivity","Excitability","EnergyLevel"
"Collie","Entity[""DogBreed"", ""Collie""]",0.9,0.125,1.25,0.5,1.25,0.6666666667,1.25,3.25,2.25,1.5,0.375,0.75,2.8333333333,3
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.6,0,0.25,1.5,0.5,0.4,0.75,2.5714285714,2.25,2.3333333333,1.125,0.75,2.8333333333,2.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.1,0,0.25,0,1.25,0,0,2.875,1.5,1,0.25,0.5,0.5,1.5
"Great Pyrenees","Entity[""DogBreed"", ""GreatPyrenee""]",0.4,0,0,3.75,0.75,1.6666666667,0.25,2,0.75,1.5,0.875,0.75,0.8333333333,0
"Pit Bull mix","Missing[""NotAvailable""]",1.2,0,4,3,4,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2.7142857143,"Missing[""NotAvailable""]",2.6,0.25,0.3333333333,3,2
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",1.6,0,0,0.5,0,0,0.75,3.375,1.3333333333,2.3333333333,0,0,2.3333333333,2.5
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",0,0,0,0,0.5,0.5,0,2.25,0.5,1.3333333333,0.5,0.5,1.1666666667,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.1,0,1,0.75,0.25,1.6,0,2.875,3.25,2.6666666667,0.625,0,2.5,1
"Yorkshire Terrier","Entity[""DogBreed"", ""YorkshireTerrier""]",0.9,0,3.25,3,0.6666666667,1.6,0.75,1.75,1.75,2.3333333333,2,0.25,2,1.5
"Yorkshire Terrier","Entity[""DogBreed"", ""YorkshireTerrier""]",0.5555555556,0.125,0,0.5,0,0.4,0.25,2.75,2.3333333333,1.8333333333,0,0.75,2.6666666667,2.5
"Yorkshire Terrier","Entity[""DogBreed"", ""YorkshireTerrier""]",2.7,0,"Missing[""NotAvailable""]",3,"Missing[""NotAvailable""]",0.1666666667,0.25,1.75,3.75,2.3333333333,0.75,0,3,3
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3333333333,0,0.75,0,0.5,0.5,1,2.375,2,1,0.375,0,1.6666666667,1
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3333333333,0,0.75,0,0.5,0.5,1,2.375,2,1,0.375,0,1.6666666667,1
"American Pit Bull Terrier","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",1.625,0.125,"Missing[""NotAvailable""]",3.25,"Missing[""NotAvailable""]",0,0,2.625,1.25,1.8333333333,1,1.25,2,1.5
"American Staffordshire Terrier","Entity[""DogBreed"", ""AmericanStaffordshireTerrier""]",0.4,0.25,0.25,0,0,0.5,1.25,2.75,1.25,1.5,0,2.5,2,1
"Australian Cattle Dog","Entity[""DogBreed"", ""AustralianCattleDog""]",0.1,0.125,1.25,0,0.5,0.5,0,2.7142857143,3,4,0.25,1,2,4
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.2222222222,0,1,0,0,0,0,2.75,2.6666666667,0.5,0,0,1,0
"Irish Terrier","Entity[""DogBreed"", ""IrishTerrier""]",0,0.5,1,2.75,1.75,1.1666666667,0.25,2.2857142857,3.25,2.3333333333,0.125,0.75,1.5,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,2,0,2,0,"Missing[""NotAvailable""]",2,"Missing[""NotAvailable""]",2.6,0.625,0,2,2
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.4,0,0,0.25,0,0.1666666667,0,3.1666666667,1.75,0.8333333333,0.25,0,0.6666666667,2
"Pit Bull mix","Missing[""NotAvailable""]",0.3,0,1.6666666667,1,2,0.5,"Missing[""NotAvailable""]",3.4285714286,2,0.8333333333,0.375,0.75,1,1.5
"West Highland White Terrier","Entity[""DogBreed"", ""WestHighlandWhiteTerrier""]",0.8,0,0.75,0,1,0.1666666667,0.25,2.625,2.25,1.6666666667,0.25,0,2.3333333333,2.5
"Irish Terrier","Entity[""DogBreed"", ""IrishTerrier""]",0.1,0,0.75,0.25,0.3333333333,1.3333333333,0.75,0.875,2.25,1.1666666667,1.625,0,0.6666666667,4
"Irish Terrier","Entity[""DogBreed"", ""IrishTerrier""]",0.3,1.5,0.75,0,0,0.1666666667,2.25,2,2.25,1.3333333333,0,0,1.1666666667,3.5
"Irish Terrier","Entity[""DogBreed"", ""IrishTerrier""]",0.6,0,0,0.25,0.5,2.6666666667,0.25,2.25,3,2.6666666667,0,0.3333333333,1.3333333333,4
"Irish Terrier","Entity[""DogBreed"", ""IrishTerrier""]",0,0,2.5,0,0,0.5,2.5,3,2.75,2.5,1,0,1.6666666667,3
"Bulldog","Entity[""DogBreed"", ""EnglishBulldog""]",0.2,0.125,0.25,0.5,0.25,0,0,2.375,"Missing[""NotAvailable""]",3.5,0,0.25,1.8333333333,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,0.25,0,0.25,0.5,0,3,3.25,1.6666666667,0,0.5,1.1666666667,3.5
"Shih Tzu","Entity[""DogBreed"", ""ShihTzu""]",0.4,0,0.25,0,0,0.1666666667,0.5,1.75,0,0,0.25,0.5,0.1666666667,0
"Border Terrier","Entity[""DogBreed"", ""BorderTerrier""]",0.3,0.7142857143,0.75,0,0.25,"Missing[""NotAvailable""]",0.75,2,2.6666666667,0.8333333333,0.625,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.6,0,0,0.75,0.25,0.5,0.25,2.875,1.25,2.1666666667,0.5,0.75,0.8333333333,0.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.3,0,0.5,0,0.25,0,0,2.75,2.5,0.3333333333,0,0,1,0.5
"Italian Greyhound","Entity[""DogBreed"", ""ItalianGreyhound""]",0,0,0,0,0,0,0,2.625,"Missing[""NotAvailable""]",1.1666666667,0,0.5,0.3333333333,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.3,0,1.5,0,0,0.5,2,2.25,3,1.1666666667,0.3333333333,0.5,1.5,0
"Papillon","Entity[""DogBreed"", ""Papillon""]",0,0,0,0,0.25,0,0,2.625,"Missing[""NotAvailable""]",1.3333333333,0.25,0,0.5,1.5
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",1,0.5,3,0,1.75,0,0.25,1.875,3.75,2.1666666667,0,0,1.5,3
"Bull Terrier","Entity[""DogBreed"", ""BullTerrier""]",2.2,2.125,2,1.75,2,2,2,1.75,1.25,0,3,2,0.6666666667,2
"American Eskimo Dog","Entity[""DogBreed"", ""AmericanEskimo""]",0.9,0.25,1.5,1.5,1.5,1.5,0.5,1.625,1.5,3.6666666667,1.375,1.25,3.8333333333,4
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,0,0,0.5,0.6666666667,0.25,2.875,2,2.1666666667,0.125,0,1.3333333333,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.2,0,1.25,1,0.3333333333,1,0.25,3.125,3,2.3333333333,0,0.5,2.5,1.5
"Afghan Hound","Entity[""DogBreed"", ""AfghanHound""]",0,0,0,0,0.75,0.8333333333,0,2.875,1.75,0.3333333333,0,0.5,1.3333333333,1
"Brittany","Entity[""DogBreed"", ""Brittany""]",0.3,0,0,0.25,0,0.3333333333,0.25,3.375,3.25,0.8333333333,0,0.25,1.6666666667,2
"Jack Russell Terrier","Entity[""DogBreed"", ""JackRussellTerrier""]",2,0,1.5,0.75,2,1.1666666667,1,2.7142857143,3.25,3.3333333333,1.75,0,2.5,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",2.2222222222,0,1.5,1,0.5,0.3333333333,0,2.375,1.5,1.8333333333,0.25,0,2,2.5
"English Springer Spaniel","Entity[""DogBreed"", ""EnglishSpringerSpaniel""]",1.2,0.25,2,0,0,0.3333333333,2,3.875,2.75,3.1666666667,0.125,0.5,2,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.7777777778,0.375,2,1.75,3,2.3333333333,0.75,1.8571428571,2.5,2,0.125,1.75,2.1666666667,1
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.3,0.5,0,0.25,0,0.3333333333,0.25,3.4285714286,0.75,1.8333333333,0.25,0,0.8333333333,2
"Great Pyrenees","Entity[""DogBreed"", ""GreatPyrenee""]",0,0,0,4,2,3.6666666667,0,1.625,0,1.8333333333,2.375,2,2.6666666667,1
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.3,0,1.25,0,0,0,0.5,3.5,2.75,2.3333333333,0,0.25,2,3
"Welsh Terrier","Entity[""DogBreed"", ""WelshTerrier""]",0,0,0,0,0,0,0,2.25,0,0,0,0,0,0
"Boston Terrier","Entity[""DogBreed"", ""BostonTerrier""]",0,0,4,0,3,1.3333333333,0.5,2.625,3,2.1666666667,0,1,2.3333333333,3.5
"English Springer Spaniel","Entity[""DogBreed"", ""EnglishSpringerSpaniel""]",2.5,0,3,2,2.25,0.6666666667,0,2.75,1,1.6666666667,0.125,0.75,2.6666666667,3.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.1,0,0.25,2,0.25,1,0.25,2.875,3,1.1666666667,0,0.25,1.1666666667,2
"Eurasier","Entity[""DogBreed"", ""Eurasier""]",0.7,0,0,2,0.5,0.6666666667,0,2.625,1.25,3,0.375,0.5,2,0
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0,0.125,2.25,0,0,0.1666666667,0,3.875,0.5,1.1666666667,0,0.5,1,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.6666666667,1.375,0.6666666667,0,0,1.4,1,2,2.5,2.3333333333,0.5,0.75,3.6666666667,4
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.6,0,0.6666666667,0,0,0,"Missing[""NotAvailable""]",2.875,2.5,2.2,0.125,0,1.3333333333,2
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",1.4,0.125,2,1.75,1.75,0.5,0.25,2.375,1.75,2.5,1.375,0,2.8333333333,2
"Cavalier King Charles Spaniel","Entity[""DogBreed"", ""CavalierKingCharlesSpaniel""]",0.5,0.5714285714,0.5,1,1,1,"Missing[""NotAvailable""]",2,3.5,3,0.25,0.75,2.6666666667,2
"Chihuahua","Entity[""DogBreed"", ""Chihuahua""]",0.1,0,0.25,0,0,0,0.5,3.4285714286,0.5,1.6666666667,0,0.25,1.3333333333,1.5
"Dachshund","Entity[""DogBreed"", ""Dachshund""]",0.3,0,2,0,2,0.6666666667,0.25,3,2.75,2,0,1,1.1666666667,1
"Dachshund","Entity[""DogBreed"", ""Dachshund""]",2.4,0,"Missing[""NotAvailable""]",3.5,2,1,0.25,1.75,2,1.3333333333,"Missing[""NotAvailable""]",0,2.3333333333,2.5
"Miniature Schnauzer","Entity[""DogBreed"", ""MiniatureSchnauzer""]",0.3,0,0.25,0.75,2.5,0.3333333333,0,3,1.5,1,0.5,0.75,3.3333333333,2
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.3,0.125,0,0,1,1.1666666667,1,2,0,0,0,0.75,1,1
"Australian Cattle Dog","Entity[""DogBreed"", ""AustralianCattleDog""]",0,0,0.6666666667,0.3333333333,0.6666666667,0.3333333333,1,3.25,1,2,0.375,0.5,1.5,2
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.1,0.375,0.25,0,0,0.1666666667,0.75,3.375,2.5,2.3333333333,0,0,1.3333333333,0
"Mixed Breed/Unknown","Missing[""NotAvailable""]",2.1,0.75,2.25,0.5,0,1.3333333333,"Missing[""NotAvailable""]",2,2.25,2.2,0.5,0.6666666667,2.1666666667,1.5
"Newfoundland","Entity[""DogBreed"", ""Newfoundland""]",0.5,0,2,0,2.25,0.1666666667,0.75,2.375,3,3.6666666667,0,0.5,2.8333333333,1
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.6,0,0.5,0,0.75,0.5,0.5,3.375,0.75,1.3333333333,0.625,0.25,2,1
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.125,0.875,0.5,0.75,1,0.4,1.25,2.1428571429,1,1.3333333333,0.75,0.5,1.6666666667,1
"Airedale Terrier","Entity[""DogBreed"", ""AiredaleTerrier""]",2,0,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",1,"Missing[""NotAvailable""]",2.125,2,2.6,0.625,0,"Missing[""NotAvailable""]",4
"Bernese Mountain Dog","Entity[""DogBreed"", ""BerneseMountainDog""]",0.1,0,0.6666666667,0,0.6666666667,1.1666666667,0.25,2.375,"Missing[""NotAvailable""]",0.8333333333,0,0.5,0.8333333333,1
"Australian Shepherd","Entity[""DogBreed"", ""AustralianShepherd""]",0.2,0,0.5,0,0.25,0.6666666667,0.5,2.5,3.25,0.6666666667,0.375,0,2.5,3.5
"American Pit Bull Terrier","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",0.1,0,0.5,0.5,0.25,2.1666666667,0,2.375,2.5,1.6666666667,0.5,0.75,3,3
"Beagle","Entity[""DogBreed"", ""Beagle""]",0,1.375,1,2,1.25,1.1666666667,3,1.625,3,3.5,1.75,1.75,3.5,4
"Havanese","Entity[""DogBreed"", ""Havanese""]",0.5,0,0,0.75,1.25,0.5,0,3.25,2.5,2.3333333333,0,0,1.6666666667,2
"Havanese","Entity[""DogBreed"", ""Havanese""]",3.1,0,2.5,3,3,2,0,1.375,1.75,2.5,1.25,0,4,3
"Bichon Frise","Entity[""DogBreed"", ""BichonFrise""]",0.2,0,0,0.5,1.3333333333,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",2,0.75,1.6,1.25,0.6666666667,2.5,2
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.4,0.125,0.5,0,0.75,0.3333333333,0.25,2.625,0.75,2.6666666667,0.25,0,1.8333333333,1
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",1,0,1.25,0.25,1.5,0,0.25,3.125,3.75,0.6666666667,0,0.25,1.6666666667,2
"Scottish Terrier","Entity[""DogBreed"", ""ScottishTerrier""]",0.4,0.375,2.75,0,1.5,2,"Missing[""NotAvailable""]",2,3.25,1.8333333333,1.125,2,2.5,3
"American Pit Bull Terrier","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",1.1,0,4,0.75,2,1.6666666667,1.5,2.2857142857,4,1.6666666667,2,0.5,3.5,3
"Mastiff (English)","Entity[""DogBreed"", ""Mastiff""]",0,0,0,0.5,1,1.3333333333,0,2.875,0.75,2.6666666667,0,1.25,1.3333333333,0.5
"Pembroke Welsh Corgi","Entity[""DogBreed"", ""PembrokeWelshCorgi""]",0.7,0.375,0.6666666667,0.5,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",2.75,3,2.2,0.875,1,2.8333333333,3
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0,0,0,0,1.5,1,0,2.25,0.75,0.8333333333,0,0.25,2.1666666667,1.5
"Alaskan Malamute","Entity[""DogBreed"", ""AlaskanMalamute""]",0.5,0.625,1,0.25,0,0.3333333333,0.25,2.75,2.5,1.6666666667,0,0.75,1.6666666667,0.5
"Newfoundland","Entity[""DogBreed"", ""Newfoundland""]",0.4,0,0.5,0,0.5,0.5,0.5,2.875,3.25,2.6666666667,0.25,0,2.5,4
"Newfoundland","Entity[""DogBreed"", ""Newfoundland""]",1.4,0,"Missing[""NotAvailable""]",0.5,2.5,1.1666666667,0.75,2,3.5,1.2,0.375,1.5,2.1666666667,1
"Shiba Inu","Entity[""DogBreed"", ""ShibaInu""]",0.4,0,0.25,3,0.25,1.6666666667,0,2.3333333333,2.75,2.3333333333,0.25,0.25,2.1666666667,2.5
"Miniature Schnauzer","Entity[""DogBreed"", ""MiniatureSchnauzer""]",1.1,0.125,1,0,0,0.1666666667,0.75,2.7142857143,2.25,2.8,0.375,1.25,2.5,0
"Flat-Coated Retriever","Entity[""DogBreed"", ""FlatCoatedRetriever""]",0.4,0,2,0,1,0.6666666667,0,2.625,"Missing[""NotAvailable""]",1,0.25,0.25,1,0.5
"American Eskimo Dog","Entity[""DogBreed"", ""AmericanEskimo""]",0.2,0.25,0.75,2,0.75,0.3333333333,0,3.125,0.6666666667,2.3333333333,0.875,0.5,1.6666666667,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",3.1,0,0,0,0,0.5,0,1.75,3.25,2.6666666667,2.25,1.5,3.6666666667,3
"Golden Retriever","Entity[""DogBreed"", ""GoldenRetriever""]",0.1,0,0,0,0.25,0,0,2.875,2,1.3333333333,0.25,0.5,0.6666666667,2
"Shetland Sheepdog","Entity[""DogBreed"", ""ShetlandSheepdog""]",0.2,1,1,0,1.5,1.3333333333,1,2.375,0.75,2.8333333333,1.5,1,3.6666666667,4
"Collie","Entity[""DogBreed"", ""Collie""]",0.1,0,1,0.75,0.75,0.8,1.75,1.25,4,0.8333333333,0,0.75,1.8333333333,2.5
"Collie","Entity[""DogBreed"", ""Collie""]",1,0,1.5,0,0,0,0.25,2.625,3,2.1666666667,0,0.75,3.3333333333,2
"Collie","Entity[""DogBreed"", ""Collie""]",0.3,0,0.25,0,1,0.4,0,1.875,3.5,1.6666666667,0,0.25,2,1.5
"Collie","Entity[""DogBreed"", ""Collie""]",0.6,0,0.75,0.75,0.25,0,0,1.75,3,2.3333333333,0,0.25,2.3333333333,1.5
"Collie","Entity[""DogBreed"", ""Collie""]",0.1,0,0.75,0,0.25,0,0.25,1.8333333333,3.75,1,0,0.25,1.3333333333,1
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.6,2.5,2,0,3.3333333333,1.4,1.75,1.875,4,3.5,1.625,1.5,4,4
"Soft Coated Wheaten Terrier","Entity[""DogBreed"", ""SoftCoatedWheatenTerrier""]",0.2,0.25,0.25,0,0.25,1.6666666667,0.75,3.125,2.5,2,0.25,0,2.3333333333,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",3.6,0.125,3.25,0,0,1.3333333333,"Missing[""NotAvailable""]",2.625,3.75,3.8,0.625,0,1.8333333333,1.5
"Giant Schnauzer","Entity[""DogBreed"", ""GiantSchnauzer""]",0.3,0,0.25,0,0.25,0.8333333333,0.25,2.375,3.25,1.6666666667,0,0,3,3.5
"Miniature Schnauzer","Entity[""DogBreed"", ""MiniatureSchnauzer""]",0.3,0,0.75,0,0.5,0,0.25,3.25,3.25,1.1666666667,0,0,2.3333333333,2
"Miniature Schnauzer","Entity[""DogBreed"", ""MiniatureSchnauzer""]",0,0,0,0,0,0,0,2.875,2.25,1.5,0,0,2,0
"Jack Russell Terrier","Entity[""DogBreed"", ""JackRussellTerrier""]",0.2,0,0.25,0.5,0.5,0,0.5,2.875,3.25,1.8333333333,0,0,2.3333333333,2.5
"Whippet","Entity[""DogBreed"", ""Whippet""]",0.2,0,0,0,0.5,1,0,2.875,2.75,2,0,0,1.1666666667,1
"Dalmatian","Entity[""DogBreed"", ""Dalmatian""]",0,0,0.25,0,0.5,0.8,0,2.625,2.75,2.6666666667,2,1.6666666667,1.3333333333,4
"Rhodesian Ridgeback","Entity[""DogBreed"", ""RhodesianRidgeback""]",0.5,0.125,0.5,0.25,0.5,1.3333333333,"Missing[""NotAvailable""]",2.375,0.6666666667,1.8333333333,0.375,1.5,0.8333333333,0
"Pug","Entity[""DogBreed"", ""Pug""]",0,0,0.5,0,0.25,0.5,0,3.25,2.75,2.3333333333,0,1.75,3.5,2
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.4,0,0,3.25,0.5,3,0,3.125,0.5,0.8333333333,0.375,0.5,0.6666666667,3.5
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0.3,0,0.25,0,0,0.1666666667,0.5,2.875,1.25,2.6666666667,0.25,0,2.1666666667,2.5
"Ibizan Hound","Entity[""DogBreed"", ""IbizanHound""]",0,0,0.25,1,0,1.1666666667,0,1.875,2.75,2.1666666667,1.125,0,2.1666666667,1.5
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.4,0.125,0.25,0,0.5,0.6666666667,0.5,2.625,3.25,2.5,0.375,0,2.6666666667,1
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",0.5,0,0.25,0,0.6666666667,0.6,0.25,2.875,3.25,2,0,0,3,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",2.4,1,"Missing[""NotAvailable""]",2,2,1.6666666667,0,2,2.6666666667,1.3333333333,"Missing[""NotAvailable""]",1.25,1.3333333333,2
"Neapolitan Mastiff","Entity[""DogBreed"", ""NeapolitanMastiff""]",1,0,1.25,0.5,"Missing[""NotAvailable""]",2.1666666667,1,2.75,1.5,3,1.2857142857,1,2.1666666667,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.9,0.125,2.3333333333,0.5,2.6666666667,1.3333333333,0.25,2.875,3.5,1.6666666667,0.5,1,2.6666666667,1.5
"Mudi","Entity[""DogBreed"", ""Mudi""]",1.3,0,1.5,0,0,0,0.5,3,2.75,2.8333333333,0.375,0.75,2.3333333333,1.5
"Mudi","Entity[""DogBreed"", ""Mudi""]",1.1,0,1.25,0.75,0,0,0.25,2.625,3.5,2.3333333333,0.125,0.3333333333,2.3333333333,2
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0,0,2.75,0,2,0.8333333333,0.25,2.75,1.75,1.8333333333,1.5714285714,0,2,2
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",1.7,0,0.75,1,1,0.8333333333,0,2.375,1.6666666667,1.5,1,0.25,2,1
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0,0,0.6666666667,0,0.25,1,0.25,1.625,2.5,0,0.375,0.25,2,2
"Australian Kelpie","Entity[""DogBreed"", ""AustralianKelpie""]",0,0,4,0.5,4,1,0,3.25,"Missing[""NotAvailable""]",2,0.5,1.3333333333,2.8,4
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",1,0,0.75,0,1,0.3333333333,0,3.375,1,2.3333333333,0,1.25,2,1.5
"Siberian Husky","Entity[""DogBreed"", ""SiberianHusky""]",0,0,1,0,0,1,2,2.5,4,0.5,1.375,1.25,2,0
"Yorkshire Terrier","Entity[""DogBreed"", ""YorkshireTerrier""]",0.3,0.25,0.5,0,1,0,1.75,2,1.75,3.1666666667,0,1.75,1.8333333333,1.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.1,0,1,0.75,0.5,2.1666666667,0,2.1428571429,3.25,1,1.25,2.6666666667,2.3333333333,3
"Cocker Spaniel (American)","Entity[""DogBreed"", ""CockerSpaniel""]",1.6,0.125,1.25,2.75,1.5,1.6666666667,1.5,2.125,2,1.5,1.5,0,2,2
"Cocker Spaniel (American)","Entity[""DogBreed"", ""CockerSpaniel""]",1.8,1,1.75,2,2,1.2,1,2.5,1.5,2.8333333333,1.875,1.75,2.6666666667,3
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.3,0,1,0,0,0.1666666667,3,3,3.5,2.6666666667,0.125,1,2.3333333333,2.5
"Cocker Spaniel (American)","Entity[""DogBreed"", ""CockerSpaniel""]",0.5555555556,0.75,1.5,0,0.5,0.1666666667,1,2.625,"Missing[""NotAvailable""]",2.1666666667,0.875,0,2,2
"Cocker Spaniel (American)","Entity[""DogBreed"", ""CockerSpaniel""]",0.4,0.625,1.5,0,1,0.8333333333,2,2.125,4,2.6666666667,1.625,1,1.5,3.5
"Doberman Pinscher","Entity[""DogBreed"", ""DobermanPinscher""]",0.2,0,0.5,0,0.25,0,0,3.375,1.75,2,0,0,0.5,2
"Pit Bull mix","Missing[""NotAvailable""]",0.8,0,1.25,0,1,0.5,0,3.125,2.5,2,0.375,1.25,1.6666666667,2
"American Bulldog","Entity[""DogBreed"", ""AmericanBulldog""]",1.3,0,3,2,0.75,0.8333333333,1.25,2,0.5,2.5,1,0.25,1.5,0.5
"Redbone Coonhound","Entity[""DogBreed"", ""RedboneCoonhound""]",0,0,1.75,0,0,1.6666666667,0.5,2.1428571429,2,2.6666666667,0,0,3.6666666667,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,0,0,1.6666666667,0,"Missing[""NotAvailable""]",2.125,0,1.5,0.25,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",4
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",1.1,0.5,1.25,0.5,1.5,1.3333333333,1.25,1.375,0.75,3.3333333333,1.625,1,4,4
"Labrador Retriever","Entity[""DogBreed"", ""LabradorRetriever""]",1.4,0.75,0.75,0,1,1,1,2.125,1.75,3.5,1.5,1,3.8333333333,4
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0,0,0,0,0,0,0,3.125,0.25,0.8333333333,0,0,1.1666666667,0.5
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.6,0,0,0.75,0,0.1666666667,0,3.125,2,2,0,0.5,2,2.5
"Mixed Breed/Unknown","Missing[""NotAvailable""]",1.3,1.75,2.25,0.5,0,0.5,1.25,3,1.75,0.6666666667,2,0.5,1.8333333333,1
"Boxer","Entity[""DogBreed"", ""Boxer""]",2,2,2,2,2,2,2,1.875,2,2,2.625,2,2,2.5
"Bichon Frise","Entity[""DogBreed"", ""BichonFrise""]",1.4,0,2,2.75,2.25,1,0.25,2.125,2.75,1,1.5,1.5,2,1
"German Shepherd","Entity[""DogBreed"", ""GermanShepherdDog""]",0,0.25,4,0,0.3333333333,1.1666666667,4,3,3.25,2.3333333333,0.25,0.25,2.5,2.5
"American Pit Bull Terrier","Entity[""DogBreed"", ""AmericanPitBullTerrier""]",0.3,0,0,0,0,0.6666666667,0,2.75,4,0.6666666667,0.125,0.25,0.8333333333,0
"American Staffordshire Terrier","Entity[""DogBreed"", ""AmericanStaffordshireTerrier""]",0.1,0,0,0,0,0.6666666667,0,3,2.5,1.3333333333,0.125,0,1,2
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0,0,0,0,0.25,0.3333333333,0,2.875,1,1.8333333333,0,0.75,2.1666666667,2
"English Springer Spaniel","Entity[""DogBreed"", ""EnglishSpringerSpaniel""]",0.4,0,0.25,0.25,0.25,0.8333333333,0,1.625,2,2.5,0,0,1.6666666667,0.5
"Old English Sheepdog","Entity[""DogBreed"", ""OldEnglishSheepdog""]",1.1111111111,0,1.3333333333,0.5,0,0.8333333333,0,1.375,2.5,3,1,0.5,3.3333333333,2.5
"Australian Cattle Dog","Entity[""DogBreed"", ""AustralianCattleDog""]",3.1111111111,3,3.5,2,0.5,1.1666666667,0.5,3,3.25,3.8333333333,0.5,4,4,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",0.5,0,1,0.75,0.75,0.5,0.5,2.625,3.75,1.6666666667,1.625,0,2,4
"Mixed Breed/Unknown","Missing[""NotAvailable""]",2.4,0,1,1.5,1.75,1.1666666667,1,2.625,2.75,2,0,0.75,3,2
"Shetland Sheepdog","Entity[""DogBreed"", ""ShetlandSheepdog""]",0.9,0,0.75,1.75,0,0.5,0,3.75,1.5,1.6666666667,0.25,1.25,2,2
"Rottweiler","Entity[""DogBreed"", ""Rottweiler""]",0.8888888889,1.625,1.75,1.25,2,1.8333333333,1,2.875,1,2,0.8571428571,2.5,2.8333333333,1.5
